"subj_code","condition","desktop_conf","attent_conf","confirmations_correct","intro_check","intro_check_correct","structure","first_object","learn_check_left","learn_check_left_correct","learn_check_right","learn_check_right_correct","learn_check_structure","learn_check_structure_correct","left_caused_rating","right_caused_rating","left_maintained_rating","right_maintained_rating","timing_check","timing_check_correct","recorded_at","age","gender","tech_issues","learn_check_correct"
"O5o00DUICOpr",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",3,10,8,5,"The right male swam to the female first.","correct","2024-12-13 12:51:34",38,"2: female",NA,"correct"
"QI0cYw2Fjruf",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,0,0,"The right male swam to the female first.","correct","2024-12-13 12:51:35",21,"1: male","n/a","correct"
"myPIXRYw6gzv",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","incorrect","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","incorrect",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 12:51:35",23,"2: female",NA,"incorrect"
"czzq8RnZ6IGX",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 12:51:36",41,"2: female",NA,"correct"
"dcmJEWC4tDFK",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 12:51:37",29,"1: male","None","correct"
"CUGyH4NL8ouN",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 12:51:38",23,"1: male","No errors.
","correct"
"Lh2jLFJcN1xm",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",0,10,10,2,"The right male swam to the female first.","correct","2024-12-13 12:51:39",29,"2: female",NA,"correct"
"JbwgJhpdxj5k",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,0,10,0,"The left male swam to the female first.","correct","2024-12-13 12:51:41",79,"1: male",NA,"correct"
"mYD1QxetClk8",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,0,0,"The right male swam to the female first.","correct","2024-12-13 12:51:41",34,"2: female",NA,"correct"
"H3h5sSbChsP1",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",7,2,2,7,"The left male swam to the female first.","correct","2024-12-13 12:51:42",52,"2: female",NA,"correct"
"NiDACnVzdIW8",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","incorrect","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 12:51:43",46,"2: female",NA,"incorrect"
"thfaJ5Vp9il2",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",1,10,10,0,"The right male swam to the female first.","correct","2024-12-13 12:51:43",43,"2: female",NA,"correct"
"bSf68Js0mwku",2,"1: I confirm","1: I will take it seriously","correct","1: A little squid swam from the left to the right.","incorrect","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,0,2,"The right male swam to the female first.","correct","2024-12-13 12:51:44",31,"2: female",NA,"correct"
"lF8YMSULvy9G",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 12:51:45",30,"2: female","The question after the last animation said to choose two that were correct, but only one was correct and there were three options. ","correct"
"pMNqVA6uZUid",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","incorrect","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","incorrect",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 12:51:45",48,"1: male","None","incorrect"
"4IHm4PHdoo7b",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,0,0,10,"The right male swam to the female first.","incorrect","2024-12-13 12:51:46",55,"2: female",NA,"correct"
"U5pXPztWS620",3,"1: I confirm","1: I will take it seriously","correct","1: A little squid swam from the left to the right.","incorrect","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,0,9,"The left male swam to the female first.","correct","2024-12-13 12:51:47",34,"1: male",NA,"correct"
"WoxGaHq7jj2E",6,"1: I confirm","1: I will take it seriously","correct","1: A little squid swam from the left to the right.","incorrect","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",5,9,6,4,"The right male swam to the female first.","correct","2024-12-13 12:51:47",24,"2: female",NA,"correct"
"8kIqWlyDaPGn",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",3,10,1,3,"The right male swam to the female first.","correct","2024-12-13 12:51:49",25,"2: female","N/A","correct"
"t6qTRl6CG9uj",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,10,0,"The left male swam to the female first.","correct","2024-12-13 12:51:49",41,"2: female","None thanks","correct"
"Sb18jfwm8VD5",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 12:51:50",40,"1: male",NA,"correct"
"Zfc3HUs6iCBd",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",3,10,10,0,"The right male swam to the female first.","correct","2024-12-13 12:51:53",27,"1: male","None!","correct"
"OO1ZhgqbJQZY",3,"1: I confirm","1: I will take it seriously","correct","1: A little squid swam from the left to the right.","incorrect","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 12:51:54",41,"2: female",NA,"correct"
"zmm35pysbJvh",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 12:51:54",35,"1: male",NA,"correct"
"41EVbqzgALSp",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,0,10,0,"The left male swam to the female first.","correct","2024-12-13 12:51:57",41,"1: male",NA,"correct"
"43SgA7xzkCLT",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,10,0,0,"The right male swam to the female first.","correct","2024-12-13 12:51:57",34,"1: male","None","correct"
"3b4tpRUz0wIj",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",2,10,10,1,"The right male swam to the female first.","correct","2024-12-13 12:51:58",42,"2: female","none","correct"
"v6kfxc2VIBTZ",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 12:51:58",42,"1: male","no errors at all.","correct"
"xWNk7aD9hO7t",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",1,9,2,2,"The right male swam to the female first.","correct","2024-12-13 12:51:58",21,"1: male",NA,"correct"
"Y64lAjTOSzWn",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 12:52:02",63,"2: female",NA,"correct"
"59QiMQb7N94t",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,10,0,0,"The left male swam to the female first.","correct","2024-12-13 12:52:03",42,"1: male",NA,"correct"
"EzAAv3BKMkkB",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,6,6,"The right male swam to the female first.","correct","2024-12-13 12:52:06",19,"2: female","n/a","correct"
"QxXUsGDOcxp3",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",8,8,3,7,"The right male swam to the female first.","incorrect","2024-12-13 12:52:11",54,"3: non-binary","None that I saw!
","correct"
"W658lphCaFUS",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",1,9,8,2,"The right male swam to the female first.","correct","2024-12-13 12:53:04",37,"1: male",NA,"correct"
"uoiCq7lBbbdg",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",0,10,10,5,"The right male swam to the female first.","correct","2024-12-13 12:54:05",26,"2: female","No errors","correct"
"DEDKQsJMqrCd",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,3,0,"The right male swam to the female first.","correct","2024-12-13 12:56:07",25,"2: female",NA,"correct"
"NYxslwpr4jN9",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 12:56:44",29,"2: female","no error","correct"
"Zz0JWRFaUlgo",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",1,10,9,0,"The right male swam to the female first.","correct","2024-12-13 12:57:28",52,"2: female",NA,"correct"
"mEhoEJ0erxfH",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","incorrect","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","incorrect","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",7,3,2,10,"The left male swam to the female first.","correct","2024-12-13 13:15:36",46,"1: male",NA,"incorrect"
"vpAL3S8yM774",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,6,7,"The right male swam to the female first.","correct","2024-12-13 13:15:36",36,"1: male",NA,"correct"
"ujdRLAy4U549",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",1,9,8,0,"The right male swam to the female first.","correct","2024-12-13 13:15:39",44,"2: female","Squid was red not purple","correct"
"21tRRXj3UAZB",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 13:15:43",45,"2: female","No issues","correct"
"6qFb4XHBFFru",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,10,10,0,"The right male swam to the female first.","incorrect","2024-12-13 13:15:44",45,"1: male",NA,"correct"
"xUQZP95hFI7D",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,0,0,0,"The left male swam to the female first.","correct","2024-12-13 13:15:45",26,"1: male",NA,"correct"
"J9ZwSgTFZYjm",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","incorrect","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","incorrect",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 13:15:48",38,"1: male",NA,"incorrect"
"ONDBPRI2ljzF",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,10,1,10,"The left male swam to the female first.","correct","2024-12-13 13:15:50",52,"1: male",NA,"correct"
"PLdObRuGAGF1",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",9,9,6,2,"The right male swam to the female first.","correct","2024-12-13 13:15:50",39,"1: male",NA,"correct"
"8ZkGTWgxemk0",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,0,10,0,"The left male swam to the female first.","correct","2024-12-13 13:15:51",45,"1: male","none","correct"
"1FwnAk7fmyYb",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 13:15:52",53,"2: female",NA,"correct"
"4P1rIlBNFlJS",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,2,0,10,"The left male swam to the female first.","correct","2024-12-13 13:15:53",53,"2: female",NA,"correct"
"GthClzVh4bYl",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","incorrect","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",5,10,10,5,"The right male swam to the female first.","correct","2024-12-13 13:15:54",53,"1: male",NA,"incorrect"
"Vldd2NFca435",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,10,10,10,"The right male swam to the female first.","correct","2024-12-13 13:15:55",24,"2: female",NA,"correct"
